Title,Author,Date,Link
Identifying common transcriptome signatures of cancer by interpreting deep learning models,"Anupama Jha, Mathieu Quesnel-Vallières, Andrei Thomas-Tikhonenko, Kristen W. Lynch, Yoseph Barash",2021.11.11.467790;,https://www.biorxiv.org/content/10.1101/2021.11.11.467790v1
G6PD deficiency sensitizes metastasizing melanoma cells to oxidative stress and glutaminolysis,"Arin B. Aurora, Vishal Khivansara, Ashley Leach, Jennifer G. Gill, Misty Martin-Sandoval, Chendong Yang, Stacy Y. Kasitinon, Divya Bezwada, Alpaslan Tasdogan, Wen Gu, Thomas Mathews, Zhiyu Zhao, Ralph J. DeBerardinis, Sean J. Morrison",2021.11.11.468286;,https://www.biorxiv.org/content/10.1101/2021.11.11.468286v1
An instance-specific causal framework for learning intercellular communication networks that define microenvironments of individual tumors,"Xueer Chen, Lujia Chen, Cornelius H.L. Kürten, Fattaneh Jabbari, Lazar Vujanovic, Ying Ding, Aditi Kulkarni, Tracy Tabib, Robert Lafyatis, Gregory Cooper, Robert Ferris, Xinghua Lu",2021.11.11.467838;,https://www.biorxiv.org/content/10.1101/2021.11.11.467838v1
"Vitamin D deficiency increases prostatic megalin expression and globulin-bound testosterone import, increasing prostatic androgens in African American men","Jason Garcia, Kirstin D. Krieger, Candice Loitz, Lillian Perez, Zachary A. Richards, Yves Helou, Steve Kregel, Clementina A. Mesaros, Peter H. Gann, Donald Vander Griend, Rick Kittles, Gail S. Prins, Trevor Penning, Larisa Nonn",2021.11.09.467567;,https://www.biorxiv.org/content/10.1101/2021.11.09.467567v2
RPRM negatively regulates ATM levels involving its phosphorylation mediated by CDK4/CDK6,"Yarui Zhang, Guomin Ou, Zhujing Ye, Zhou Zhou, Qianlin Cao, Mengting Li, Jingdong Wang, Jianping Cao, Hongying Yang",2021.11.10.468148;,https://www.biorxiv.org/content/10.1101/2021.11.10.468148v1
EBV LMP1-activated mTORC1 and mTORC2 Coordinately Promote Nasopharyngeal Cancer Stem Cell Formation,"Nannan Zhu, Qian Wang, Zhidong Wu, Yan Wang, Mu-Sheng Zeng, Yan Yuan",2021.11.10.468172;,https://www.biorxiv.org/content/10.1101/2021.11.10.468172v1
The hexokinase “HKDC1” interaction with the mitochondria is essential for hepatocellular carcinoma progression,"Md. Wasim Khan, Alexander R. Terry, Medha Priyadarshini, Grace Guzman, Jose Cordoba-Chacon, Issam Ben-Sahra, Barton Wicksteed, Brian T. Layden",2021.11.10.468146;,https://www.biorxiv.org/content/10.1101/2021.11.10.468146v1
PTP1B is an intracellular checkpoint that limits T cell and CAR T cell anti-tumor immunity,"Florian Wiede, Kun-Hui Lu, Xin Du, Mara N. Zeissig, Rachel Xu, Pei Kee Goh, Chrysovalantou E. Xirouchaki, Samuel J. Hogarth, Spencer Greatorex, Kevin Sek, Roger J. Daly, Paul A. Beavis, Phillip K. Darcy, Nicholas K. Tonks, Tony Tiganis",2021.11.11.468140;,https://www.biorxiv.org/content/10.1101/2021.11.11.468140v1
Mutant-SETBP1 activates transcription of Myc programs to accelerate CSF3R-driven myeloproliferative neoplasms,"Sarah A. Carratt, Garth L. Kong, Brittany M. Smith, Zachary Schonrock, Lauren Maloney, Adrian Baris, Brian J. Druker, Theodore P. Braun, Julia E. Maxson",2021.11.04.467367;,https://www.biorxiv.org/content/10.1101/2021.11.04.467367v2
Deamidated TPI is an efficacious target for cell-selective therapy in triple-negative breast cancer,"Sergio Enríquez-Flores, Luis A. Flores- López, Ignacio De la Mora-De la Mora, Itzhel García-Torres, Isabel Gracia-Mora, Pedro Gutiérrez-Castrellón, Cynthia Fernández-Lainez, Yoalli Martínez-Pérez, Alberto Olaya-Vargas, Paul de Vos, Gabriel López-Velázquez",2021.11.09.467888;,https://www.biorxiv.org/content/10.1101/2021.11.09.467888v1
VALIS: Virtual Alignment of pathoLogy Image Series,"Chandler D. Gatenbee, Ann-Marie Baker, Sandhya Prabhakaran, Robbert J. C. Slebos, Gunjan Mandal, Eoghan Mulholland, Simon Leedham, Jose R. Conejo-Garcia, Christine H. Chung, Mark Robertson-Tessi, Trevor A. Graham, Alexander R.A. Anderson",2021.11.09.467917;,https://www.biorxiv.org/content/10.1101/2021.11.09.467917v1
Photoimmunotherapy retains its anti-tumor efficacy with increasing stromal content in heterotypic pancreatic cancer spheroids,"Mohammad A. Saad, Wonho Zhung, Margaret Elizabeth Stanley, Sydney Formica, Stacey Grimaldo-Garcia, Girgis Obaid, Tayyaba Hasan",2021.11.09.467929;,https://www.biorxiv.org/content/10.1101/2021.11.09.467929v1
Recurrent activating mutations in AHR act as drivers of urinary tract cancer,"Judith M. Vlaar, Anouska Borgman, Eric Kalkhoven, Nicolle Besselink, Charles Shale, Bishoy M. Faltas, Peter Priestley, Ewart Kuijk, Edwin Cuppen",2021.11.09.468005;,https://www.biorxiv.org/content/10.1101/2021.11.09.468005v1
In vivo label-free observation of tumor-related blood vessels in small animals using a newly designed photoacoustic 3D imaging system,"Yasufumi Asao, Kenichi Nagae, Koichi Miyasaka, Hiroyuki Sekiguchi, Sadakazu Aiso, Shigeaki Watanabe, Marika Sato, Shinae Kizaka-Kondoh, Yukari Nakajima, Kazuo Kishi, Takayuki Yagi",2021.11.09.467878;,https://www.biorxiv.org/content/10.1101/2021.11.09.467878v1
Mitochondrial calcium uptake regulates tumour progression in embryonal rhabdomyosarcoma,"Hsin Yao Chiu, Amos Hong Pheng Loh, Reshma Taneja",2021.11.10.468020;,https://www.biorxiv.org/content/10.1101/2021.11.10.468020v1
mTOR Inhibition Overcomes RSK3-mediated Resistance to BET Inhibitors in Small Cell Lung Cancer,"Anju Kumari, Lisa Gesumaria, Yan-Jin Liu, V. Keith Hughitt, Xiaohu Zhang, Michele Ceribelli, Kelli M. Wilson, Carleen Klumpp-Thomas, Lu Chen, Crystal McKnight, Zina Itkin, Craig J. Thomas, Beverly A. Mock, David S. Schrump, Haobin Chen",2021.11.08.467833;,https://www.biorxiv.org/content/10.1101/2021.11.08.467833v1
Non-invasive imaging of gene expression and protein secretion dynamics in living mice: identification of ectopic prothrombin expression as driver of thrombosis in cancer,"Jamie Nourse, Sergey Tokalov, Shazad Khokhar, Essak Khan, Lina K. Schott, Lisa Hinz, Ludwig Eder, Danielle Arnold-Schild, Johanna Satrapa, Karl J. Lackner, Hugo Ten Cate, Hans Christian Probst, Sven Danckwardt",2021.07.08.451623;,https://www.biorxiv.org/content/10.1101/2021.07.08.451623v7
Spontaneous differentiation leads to emergence of hybrid cell states relate to poor prognosis in oral cancer,"Kavya Vipparthi, Kishore Hari, Priyanka Chakraborty, Subhashis Ghosh, Ankit Kumar Patel, Arnab Ghosh, Nidhan Kumar Biswas, Rajeev Sharan, Pattatheyil Arun, Mohit Kumar Jolly, Sandeep Singh",2021.08.24.457509;,https://www.biorxiv.org/content/10.1101/2021.08.24.457509v3
RB1 loss overrides PARP inhibitor sensitivity driven by RNASEH2B loss in prostate cancer,"Chenkui Miao, Takuya Tsujino, Tomoaki Takai, Fu Gui, Takeshi Tsutsumi, Zsofia Sztupinszki, Zoltan Szallasi, Kent W. Mouw, Lee Zou, Adam S. Kibel, Li Jia",2021.11.08.467839;,https://www.biorxiv.org/content/10.1101/2021.11.08.467839v1
FoxA1 and FoxA2 regulate growth and cellular identity in NKX2-1-positive lung adenocarcinoma,"Grace Orstad, Alex Jones, Timothy J Parnell, Gabriela Fort, Brian Lohman, Katherine L. Gillis, Olaf Klingbeil, Klaus Kaestner, Christopher R Vakoc, Eric L. Snyder",2021.06.29.450247;,https://www.biorxiv.org/content/10.1101/2021.06.29.450247v2
An active learning framework improves tumor variant interpretation,"Alexandra M. Blee, Bian Li, Turner Pecen, Jens Meiler, Zachary D. Nagel, John A. Capra, Walter J. Chazin",2021.11.08.467747;,https://www.biorxiv.org/content/10.1101/2021.11.08.467747v1
Prostate tumor-induced stromal reprogramming generates Tenascin C that promotes prostate cancer metastasis through YAP/TAZ inhibition,"Yu-Chen Lee, Song-Chang Lin, Guoyu Yu, Ming Zhu, Jian H Song, Keith Rivera, Darryl Pappin, Christopher J. Logothetis, Theocharis Panaretakis, Guocan Wang, Li-Yuan Yu-Lee, Sue-Hwa Lin",2021.11.08.467778;,https://www.biorxiv.org/content/10.1101/2021.11.08.467778v1
"Macrophage proliferation machinery leads to PDAC progression, but susceptibility to innate immunotherapy","Chong Zuo, John M. Baer, Brett L. Knolhoff, Jad I. Belle, Xiuting Liu, Graham D. Hogg, Christina Fu, Natalie L. Kingston, Marcus A. Brenden, Angela Alarcon De La Lastra, Paarth B. Dodhiawala, Cui Zhou, C. Alston James, Li Ding, Kian-Huat Lim, Ryan C. Fields, William G. Hawkins, Guoyan Zhao, Jason D. Weber, David G. DeNardo",2021.11.08.467770;,https://www.biorxiv.org/content/10.1101/2021.11.08.467770v1
Paradoxical Roles of Peritumoral Myofibroblasts in Intrahepatic Cholangiocarcinoma Growth and Metastasis,"Cheng Tian, Liyuan Li, Yizhen Li, Li Fan, Anthony Brown, Michelle Morrison, Eric J. Norris, Jun J. Yang, Evan S. Glazer, Liqin Zhu",2021.02.19.432035;,https://www.biorxiv.org/content/10.1101/2021.02.19.432035v3
Oncogenic and Tumor Suppressor Functions for Lymphoid Enhancer Factor 1 in a Murine Model of T Acute Lymphoblastic Leukemia,"Tiffany Carr, Stephanie McGregor, Sheila Dias, Mihalis Verykokakis, Michelle M. LeBeau, Hai-Hui Xue, Elizabeth T. Bartom, Barbara L. Kee",2021.11.08.467708;,https://www.biorxiv.org/content/10.1101/2021.11.08.467708v1
A connectivity signature for glioblastoma,"Ling Hai, Dirk C Hoffmann, Henriette Mandelbaum, Ruifan Xie, Jakob Ito, Erik Jung, Sophie Weil, Philipp Sievers, Varun Venkataramani, Daniel Dominguez Azorin, Kati Ernst, Denise Reibold, Rainer Will, Mario L. Suvà, Christel Herold-Mende, Felix Sahm, Frank Winkler, Matthias Schlesner, Wolfgang Wick, Tobias Kessler",2021.11.07.465791;,https://www.biorxiv.org/content/10.1101/2021.11.07.465791v1
Lipid Alterations in African American Prostate Cancer,"Anindita Ravindran, Danthasinghe Waduge Badrajee Piyarathna, Jie Gohlke, Vasanta Putluri, Tanu Soni, Stacy Lloyd, Patricia Castro, Subramaniam Pennathur, Jeffrey A Jones, Michael Ittmann, Nagireddy Putluri, George Michailidis, Thekkelnaycke M Rajendiran, Arun Sreekumar",2021.11.05.467481;,https://www.biorxiv.org/content/10.1101/2021.11.05.467481v1
TRIM67 drives tumorigenesis in oligodendrogliomas through Rho GTPase-dependent membrane blebbing,"Engin Demirdizen, Ruslan Al-Ali, Ashwin Narayanan, Xueyuan Sun, Julianna Patricia Varga, Bianca Steffl, Manuela Brom, Damir Krunic, Claudia Schmidt, Gabriele Schmidt, Felix Bestvater, Julian Taranda, Şevin Turcan",2021.11.05.467405;,https://www.biorxiv.org/content/10.1101/2021.11.05.467405v2
ANKLE1 cleaves mitochondrial DNA and contributes to cancer risk by driving the Warburg effect and apoptosis resistance,"Piotr Przanowski, Róża K. Przanowska, Michael J. Guertin",2021.10.27.466184;,https://www.biorxiv.org/content/10.1101/2021.10.27.466184v1
Crosstalk between β-catenin and WT1 signalling activity in acute myeloid leukemia,"M Payne, O Tsaponina, G Caalim, H Greenfield, L Milton-Harris, EJ Mancini, A Blair, KJ Heesom, A Tonks, RL Darley, SG Roberts, RG Morgan",2021.11.06.467095;,https://www.biorxiv.org/content/10.1101/2021.11.06.467095v1
Galectin-9 signaling drives breast cancer invasion through matrix,"Dharma Pally, Mallar Banerjee, Shahid Hussain, Rekha V Kumar, Alexandra Petersson, Ebba Rosendal, Ludvig Gunnarsson, Kristoffer Peterson, Hakon Leffler, Ulf J. Nilsson, Ramray Bhat",2021.11.06.467574;,https://www.biorxiv.org/content/10.1101/2021.11.06.467574v1
Molecular evolution of classic Hodgkin lymphoma revealed through whole genome sequencing of Hodgkin and Reed Sternberg cells,"Francesco Maura, Bachisio Ziccheddu, Jenny Z. Xiang, Bhavneet Bhinder, Federico Abascal, Kylee H. Maclachlan, Kenneth Wha Eng, Manik Uppal, Feng He, Wei Zhang, Qi Gao, Venkata Yellapantula, Sunita Park, Matthew Oberley, Elizabeth Ruckdeschel, Megan S. Lim, Gerald Wertheim, Matthew Barth, Terzah M. Horton, Christopher Forlenza, Yanming Zhang, Ola Landgren, Craig H Moskowitz, Ethel Cesarman, Marcin Imielinski, Olivier Elemento, Mikhail Roshal, Lisa Giulino-Roth",2021.11.05.467496;,https://www.biorxiv.org/content/10.1101/2021.11.05.467496v1
Nanopore sequencing methods detect cell-free DNA associated with MRD and CNS infiltration in pediatric Acute Lymphoblastic Leukemia,"Shilpa Sampathi, Yelena Chernyavskaya, Meghan G. Haney, L. Henry Moore, Isabel A. Snyder, Anna H. Cox, Brittany L. Fuller, Tamara J. Taylor, Tom C. Badgett, Jessica S. Blackburn",2021.09.27.462067;,https://www.biorxiv.org/content/10.1101/2021.09.27.462067v2
Dysfunction of exocytosis causes catecholamine hypersecretion in patient with pheochromocytoma,"Sébastien Houy, Laura Streit, Ines Drissa, Marion Rame, Charles Decraene, Sophie Moog, Laurent Brunaud, Joël Lanoix, Rabie Chelbi, Florence Bihain, Stéphanie Lacomme, Sandra Lomazzi, Michel Vix, Didier Mutter, Eustache Paramithiotis, Christophe Dubessy, Nicolas Vitale, Stéphane Ory, Stéphane Gasman",2021.11.02.466874;,https://www.biorxiv.org/content/10.1101/2021.11.02.466874v1
"Inhibition of Metastatic Uveal Melanoma Cell Proliferation by the Histone Deacetylase 6 Inhibitor, Ricolinostat, is Linked to Altered Microphthalmia-associated Transcription Factor and Phospho-ERK Expression","Husvinee Sundaramurthi, Sandra García-Mulero, Kayleigh Slater, Simone Marcone, Josep M. Piulats, R. William Watson, Desmond J. Tobin, Lasse D. Jensen, Breandán N. Kennedy",2021.10.28.466226;,https://www.biorxiv.org/content/10.1101/2021.10.28.466226v2
Mapping single-cell transcriptomes to copy number evolutionary trees,"Pedro F. Ferreira, Jack Kuipers, Niko Beerenwinkel",2021.11.04.467244;,https://www.biorxiv.org/content/10.1101/2021.11.04.467244v1
Joint inference of repeated evolutionary trajectories and patterns of clonal exclusivity or co-occurrence from tumor mutation trees,"Xiang Ge Luo, Jack Kuipers, Niko Beerenwinkel",2021.11.04.467347;,https://www.biorxiv.org/content/10.1101/2021.11.04.467347v1
Ras protein abundance correlates with Ras isoform mutation patterns in cancer,"Fiona E. Hood, Yasmina M. Sahraoui, Rosalind E. Jenkins, Ian A. Prior",2021.11.04.467300;,https://www.biorxiv.org/content/10.1101/2021.11.04.467300v1
SPARC in cancer-associated fibroblasts is an independent poor prognostic factor in non-metastatic triple-negative breast cancer and exhibits pro-tumor activity,"Lindsay B Alcaraz, Aude Mallavialle, Caroline Mollevi, Florence Boissière-Michot, Hanane Mansouri, Joelle Simony-Lafontaine, Valérie Laurent-Matha, Thierry Chardès, William Jacot, Andrei Turtoï, Pascal Roger, Séverine Guiu, Emmanuelle Liaudet-Coopman",2021.11.03.467104;,https://www.biorxiv.org/content/10.1101/2021.11.03.467104v1
Modelling liver cancer microenvironment: novel 3D culture system as a potential anti-cancer drug screening tool,"Ala’a Al Hrout, Karla Cervantes-Gracia, Richard Chahwan, Amr Amin",2021.11.04.467266;,https://www.biorxiv.org/content/10.1101/2021.11.04.467266v1
Endothelial Rap1B mediates T-cell exclusion to promote tumor growth – a novel mechanism underlying vascular immunosuppression,"Guru Prasad Sharma, Ramoji Kosuru, Sribalaji Lakshmikanthan, Shikan Zheng, Yao Chen, Robert Burns, Gang Xin, Weiguo Cui, Magdalena Chrzanowska",2021.11.03.467057;,https://www.biorxiv.org/content/10.1101/2021.11.03.467057v1
Conjugation of palbociclib with MHI-148 has an increased cytotoxic effect for breast cancer cells and an altered mechanism of action,"Euphemia Leung, Petr Tomek, Moana Tercel, Jóhannes Reynisson, Thomas Park, Elizabeth Cooper, William Denny, Peter Choi, Jiney Jose",2021.11.02.466693;,https://www.biorxiv.org/content/10.1101/2021.11.02.466693v1
Building tools for machine learning and artificial intelligence in cancer research: best practices and a case study with the PathML toolkit for computational pathology,"Jacob Rosenthal, Ryan Carelli, Mohamed Omar, David Brundage, Ella Halbert, Jackson Nyman, Surya Narayanan Hari, Eliezer Mendel Van Allen, Luigi Marchionni, Renato Umeton, Massimo Loda",2021.10.21.465212;,https://www.biorxiv.org/content/10.1101/2021.10.21.465212v2
DDK inhibition disrupts replication leading to mitotic catastrophe in Ewing sarcoma,"Jeffrey C. Martin, Ajay Gupta, Tamara J. Hagoel, Lingui Gao, Miranda L. Lynch, Anna Woloszynska, Thomas Melendy, Jeremy Kane, Joseph Kuechle, Joyce E. Ohm",2021.11.02.466939;,https://www.biorxiv.org/content/10.1101/2021.11.02.466939v1
A lineage-specific epigenetic memory of inflammation potentiates Kras-driven pancreatic tumorigenesis,"David J. Falvo, Adrien Grimont, Paul Zumbo, Julie L. Yang, Alexa Osterhoudt, Sarah L. Breves, Grace Pan, Andre F. Rendeiro, John E. Wilkinson, Friederike Dündar, Olivier Elemento, Rhonda K. Yantiss, Doron Betel, Richard Koche, Rohit Chandwani",2021.11.01.466807;,https://www.biorxiv.org/content/10.1101/2021.11.01.466807v1
Single-cell epigenetic analysis reveals principles of chromatin states in H3.3-K27M gliomas,"Nofar Harpaz, Tamir Mittelman, Olga Beresh, Tomer-Meir Salame, Noa Furth, Guy Ron, Efrat Shema",2021.11.02.466907;,https://www.biorxiv.org/content/10.1101/2021.11.02.466907v1
Intratumoral Delivered Novel Circular mRNA Encoding Cytokines for Immune Modulation and Cancer Therapy,"Jiali Yang, Jiafeng Zhu, Yiyun Chen, Yaran Du, Yiling Tan, Linpeng Wu, Jiaojiao Sun, Mengting Zhai, Lixiang Wei, Na Li, Ke Huang, Qiangbo Hou, Zhenbo Tong, Andreas Bechthold, Zhenhua Sun, Chijian Zuo",2021.11.01.466725;,https://www.biorxiv.org/content/10.1101/2021.11.01.466725v1
Comprehensive RNA-Seq Reveals Molecular Changes in Kidney Malignancy Among People Living with HIV,"Juan Bao, Jianqing Ye, Jingjing Xu, Shanshan Liu, Lin Wang, Zehuan Li, Qiuyue Li, Feng Liu, Xiaomeng He, Heng Zou, Yanling Feng, Christopher Corpe, Xiaoyan Zhang, Jianqing Xu, Tongyu Zhu, Jin Wang",2021.11.02.466880;,https://www.biorxiv.org/content/10.1101/2021.11.02.466880v1
Multiplexed Single-Molecule Epigenetic Analysis of Plasma-Isolated Nucleosomes for Cancer Diagnostics,"Vadim Fedyuk, Nir Erez, Noa Furth, Olga Beresh, Ekaterina Andreishcheva, Abhijeet Shinde, Daniel Jones, Barak Bar Zakai, Yael Mavor, Tamar Peretz, Ayala Hubert, Jonathan E Cohen, Azzam Salah, Mark Temper, Albert Grinshpun, Myriam Maoz, Aviad Zick, Guy Ron, Efrat Shema",2021.11.01.466724;,https://www.biorxiv.org/content/10.1101/2021.11.01.466724v1
Inducing oncolytic cell death in human cancer cells by the long non-coding RNA let-A,"Tosca Birbaumer, Tommy Beat Schlumpf, Makiko Seimiya, Yanrui Jiang, Renato Paro",2021.07.16.452707;,https://www.biorxiv.org/content/10.1101/2021.07.16.452707v2
A long non-coding RNA in the let-7 complex acting as a potent and specific death effector of cancer cells,"Tosca Birbaumer, Tommy Beat Schlumpf, Makiko Seimiya, Yanrui Jiang, Renato Paro",2021.07.16.452600;,https://www.biorxiv.org/content/10.1101/2021.07.16.452600v2
Isomeric lipid signatures reveal compartmentalised fatty acid metabolism in cancer,"Reuben S. E. Young, Andrew P. Bowman, Kaylyn D. Tousignant, Berwyck L. J. Poad, Jennifer H. Gunter, Lisa K. Philp, Colleen C. Nelson, Shane R. Ellis, Ron M. A. Heeren, Martin C. Sadowski, Stephen J. Blanksby",2021.11.01.466716;,https://www.biorxiv.org/content/10.1101/2021.11.01.466716v1
Multilineage plasticity in prostate cancer through expansion of stem–like luminal epithelial cells with elevated inflammatory signaling,"Samir Zaidi, Jimmy L. Zhao, Joseph M. Chan, Martine P. Roudier, Kristine M. Wadosky, Anuradha Gopalan, Wouter R. Karthaus, Jungmin Choi, Kayla Lawrence, Ojasvi Chaudhary, Tianhao Xu, Ignas Masilionis, Linas Mazutis, Ronan Chaligné, Irina Linkov, Afsar Barlas, Achim Jungbluth, Natasha Rekhtman, Joachim Silber, Katia Manova–Todorova, Philip A. Watson, Lawrence D. True, Peter S. Nelson, Howard I. Scher, Dana E. Rathkopf, Michael J. Morris, Michael C. Haffner, David W. Goodrich, Dana Pe’er, Charles L. Sawyers",2021.11.01.466599;,https://www.biorxiv.org/content/10.1101/2021.11.01.466599v1
A model for the intrinsic limit of cancer therapy: duality of treatment-induced cell death and treatment-induced stemness,"Erin Angelini, Yue Wang, Joseph X. Zhou, Hong Qian, Sui Huang",2021.10.05.463253;,https://www.biorxiv.org/content/10.1101/2021.10.05.463253v2
Altered expression of Api5 affects breast carcinogenesis by modulating FGF2 signalling,"K Abhijith, Debiprasad Panda, Radhika Malaviya, Gautami Gaidhani, Mayurika Lahiri",2021.11.02.466904;,https://www.biorxiv.org/content/10.1101/2021.11.02.466904v1
JAK-STAT Signaling Enables Lineage Plasticity-driven AR Targeted Therapy Resistance,"Su Deng, Choushi Wang, Yunguan Wang, Yaru Xu, Xiaoling Li, Nickolas A Johnson, U-Ging Lo, Lingfan Xu, Julisa Gonzalez, Lauren A Metang, Jianfeng Ye, Carla Rodriguez Tirado, Kathia Rodarte, Zhiqun Xie, Carlos Arana, Valli Annamalai, Jer-Tsong Hsieh, Donald J. Vander Griend, Bo Li, Tao Wang, Ping Mu",2021.11.02.466956;,https://www.biorxiv.org/content/10.1101/2021.11.02.466956v1
Emergence of an adaptive epigenetic cell state in human bladder urothelial carcinoma evolution,"Yu Xiao, Wan Jin, Kaiyu Qian, Kai Wu, Gang Wang, Wei Jiang, Rui Cao, Lingao Ju, Yan Zhao, Hang Zheng, Tongzu Liu, Luyuan Chang, Zilin Xu, Ting Wang, Jun Luo, Liuying Shan, Fang Yu, Xintong Chen, Dongmei Liu, Hong Cao, Zhonghua Yang, Sheng Li, Hongjie Shi, Zhongqiang Guo, Yan Gong, Nan Liu, Shenjuan Li, Yejinpeng Wang, Xinyue Cao, Wenjun Ding, Wei Zhou, Diansheng Cui, Ye Tian, Chundong Ji, Yongwen Luo, Xin Hong, Haoli Ma, Fangjin Chen, Minsheng Peng, Yi Zhang, Xinghuan Wang",2021.10.30.466556;,https://www.biorxiv.org/content/10.1101/2021.10.30.466556v1
The landscape of extrachromosomal circular DNA in medulloblastoma,"Owen S Chapman, Jens Luebeck, Sameena Wani, Ashutosh Tiwari, Meghana Pagadala, Shanqing Wang, Jon D Larson, Joshua T Lange, Ivy Tsz-Lo Wong, Siavash R Dehkordi, Sahaana Chandran, Miriam Adam, Yingxi Lin, Edwin Juarez, James T Robinson, Sunita Sridhar, Denise M Malicki, Nicole Coufal, Michael Levy, John R Crawford, Scott L Pomeroy, Jeremy Rich, Richard H Scheuermann, Hannah Carter, Jesse Dixon, Paul S Mischel, Ernest Fraenkel, Robert J Wechsler-Reya, Vineet Bafna, Jill P Mesirov, Lukas Chavez",2021.10.18.464907;,https://www.biorxiv.org/content/10.1101/2021.10.18.464907v2
Air plasma-activated medium exerts tumor-specific cytotoxicity via the oxidative stress-induced perinuclear mitochondrial clustering,"Manami Suzuki-Karasaki, Takashi Ando, Yushi Ochiai, Kenta Kawahara, Miki Suzuki-Karasaki, Hideki Nakayama, Yoshihiro Suzuki-Karasaki",2021.10.31.466636;,https://www.biorxiv.org/content/10.1101/2021.10.31.466636v1
Reversal of lineage plasticity in RB1/TP53-deleted prostate cancer through FGFR and Janus kinase inhibition,"Wouter R. Karthaus, Joseph Chan, Manu Setty, Jillian R. Love, Samir Zaidi, Zi-ning Choo, Sitara Persad, Justin LaClair, Kayla E Lawrence, Ojasvi Chaudhary, Tianhao Xu, Ignas Masilionis, Linas Mazutis, Ronan Chaligne, Dana Pe’er, Charles L Sawyers",2021.11.01.466615;,https://www.biorxiv.org/content/10.1101/2021.11.01.466615v1
Identification of microRNAs that stabilize p53 in HPV-positive cancer cells,"Gustavo Martínez-Noël, Patricia Szajner, Rebecca E. Kramer, Kathleen A. Boyland, Asma Sheikh, Jennifer A. Smith, Peter M. Howley",2020.09.21.305946;,https://www.biorxiv.org/content/10.1101/2020.09.21.305946v2
Improving mathematical models of cancer by including resistance to therapy: a study in non-small cell lung cancer,"Virginia Ardévol Martinez, Narmin Ghaffari Laleh, Monica Salvioli, Frank Thuijsman, Joel S. Brown, Rachel Cavill, Jakob Nikolas Kather, Kateřina Staňková",2021.10.29.466444;,https://www.biorxiv.org/content/10.1101/2021.10.29.466444v1
Maintaining and escaping feedback control in hierarchically organised tissue: a case study of the intestinal epithelium,"Matthias M. Fischer, Hanspeter Herzel, Nils Blüthgen",2021.06.11.448040;,https://www.biorxiv.org/content/10.1101/2021.06.11.448040v2
BET inhibitors synergize with anti-PD1 by rescuing TCF1+ progenitor exhausted CD8+ T cells in Acute Myeloid Leukemia,"Kyle A. Romine, Hyun-jun Cho, Yoko Kosaka, Kaelan H. Byrd, Jesse L. Coy, Patrick A. Flynn, Matthew T. Newman, Christopher Loo, Jaime Scott, Evan F. Lind",2021.08.04.455147;,https://www.biorxiv.org/content/10.1101/2021.08.04.455147v3
RAF conformational autoinhibition and 14-3-3 proteins promote paradoxical activation,"Gaurav Mendiratta, Kodye Abbott, Yao-Cheng Li, Jingting Yu, Jianfeng Huang, Maxim N. Shokhirev, Thomas McFall, Geoffrey M. Wahl, Edward C. Stites",849489;,https://www.biorxiv.org/content/10.1101/849489v2
Gata2b haploinsufficiency causes aberrant transcriptional signatures in HSPCs resulting in myeloid and erythroid dysplasia in zebrafish,"Emanuele Gioacchino, Cansu Koyunlar, Joke Zink, Hans de Looper, Kirsten J. Gussinklo, Remco Hoogenboezem, Dennis Bosch, Eric Bindels, Ivo P. Touw, Emma de Pater",2021.10.29.466416;,https://www.biorxiv.org/content/10.1101/2021.10.29.466416v1
Clonal hematopoiesis detection in cancer patients using cell free DNA sequencing,"Lauren Fairchild, Jeanne Whalen, Katie D’Aco, Jincheng Wu, Carroll B. Gustafson, Nadia Solovieff, Fei Su, Rebecca Leary, Catarina D. Campbell, O. Alejandro Balbin",2021.10.27.466159;,https://www.biorxiv.org/content/10.1101/2021.10.27.466159v1
Effect of eribulin on angiogenesis and endothelial adhesion molecules,"Andrea Abbona, Antonella Falletta, Matteo Paccagnella, Simonetta Astigiano, Stefania Martini, Nerina Denaro, Fiorella Ruatta, Ottavia Barbieri, Marco Merlano, Ornella Garrone",2021.10.28.466220;,https://www.biorxiv.org/content/10.1101/2021.10.28.466220v1
Weakly migratory metastatic breast cancer cells activate fibroblasts via microvesicle-Tg2 to facilitate dissemination and metastasis,"Samantha C. Schwager, Lauren A. Hapach, Caroline M. Carlson, Jenna A. Mosier, Tanner J. McArdle, Wenjun Wang, Anissa L. Jayathilake, Francois Bordeleau, Marc A. Antonyak, Richard A. Cerione, Cynthia A. Reinhart-King",2021.10.27.466095;,https://www.biorxiv.org/content/10.1101/2021.10.27.466095v1
TET2-mediated epigenetic reprogramming of breast cancer cells impairs lysosome biogenesis,"Audrey Laurent, Thierry Madigou, Maud Bizot, Marion Turpin, Gaëlle Palierne, Elise Mahé, Sarah Guimard, Raphaël Métivier, Stéphane Avner, Christine Le Péron, Gilles Salbert",2021.10.27.466063;,https://www.biorxiv.org/content/10.1101/2021.10.27.466063v1
